path_id,node_sequence
P28412,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > pumps for liquids, whether or not fitted with a measuring device > other machines and mechanical appliances"
P28420,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > agricultural or horticultural sprayers > fresh apricots"
P28421,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching > base stations for wireless networks"
P28434,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching > parts of goods of heading 8802, other than for use in civil aircraft"
P28423,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > spectacles, goggles and the like, corrective, protective or other > water-sport equipment (e.g., diving equipment)"
P28439,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching > parts for transmission apparatus"
P28428,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > optical media for software > flight simulators"
P28413,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P28427,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P28422,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P28425,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage not exceeding 1,000 volts > networking equipment"
P28418,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > agricultural or horticultural sprayers > cut flowers and flower buds for bouquets or for ornamental purposes, fresh"
P28414,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching > static converters for electricity"
P28437,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > instruments and appliances used in medical, surgical, or veterinary sciences > other appliances which are worn or carried or implanted in the body"
P28438,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > plants, live, n.e.s. > live plants and horticultural products"
P28419,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > agricultural or horticultural sprayers > foliage, branches and other parts of plants, without flowers or flower buds, and grasses, dried"
P28407,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > parts and accessories suitable for use solely or principally with machines of heading 8471 > portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display"
P28435,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > artificial joints and parts and accessories > medical equipment and devices"
P28415,"cellulose nitrates (including collodions), in primary forms > articles of plastics and articles of other materials of headings 3901 to 3914 > electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage not exceeding 1,000 volts > power supplies for network equipment"
P42868,"centrifugal pumps for liquids, single-stage, single-suction > pineapples, fresh or dried"
