scenario_id,scenario_type,linked_items,item_count
17618,location,"Hydroponic Equipment;LED Grow Lights;Lumber, coniferous (softwood) sawn or chipped lengthwise, sliced or peeled;Prefabricated Buildings",4
17619,location,Surgical Instruments and Appliances;Treated Wood,2
17620,location,Bakery Products,1
17621,location,"Natural Gas;Petroleum Oils, Other than Crude",2
17622,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17623,location,"Mechanical shovels, excavators and shovel loaders",1
17624,location,"Fats and oils, animal or vegetable, and their fractions;New pneumatic tires, of rubber, of a kind used on buses or trucks;Parts of agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment;Road wheels and parts and accessories thereof for vehicles",4
17625,location,Switches for Electrical Circuits,1
17626,location,Centrifugal Pumps;Industrial Valves,2
17627,location,Crude Soybean Oil;Soya Beans,2
17628,location,Light oils and preparations (aviation spirit);Light oils and preparations (motor spirit/gasoline);Other petroleum oils and oils obtained from bituminous minerals,3
17629,location,"Automobiles and parts;Drive Axles with Differential, whether or not provided with other transmission components;Gear Boxes and Parts Thereof;Parts and Accessories of the Motor Vehicles;Petroleum Oils (not crude) and oils obtained from bituminous minerals;Petroleum bitumen",6
17630,location,"Motor vehicles for transport of persons, with a spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",1
17631,location,"Motor vehicles for transport of persons, with a spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity exceeding 3,000 cc",1
17632,location,Diagnostic or Laboratory Reagents,1
17633,location,Antisera and other blood fractions;Parts for electric motors and generators;Static converters,3
17634,location,"Cans, iron or steel, capacity < 50L",1
17635,location,Uranium ores and concentrates,1
17636,location,"Men's Cotton Trousers;Men's or boys' anoraks, windcheaters, wind-jackets and similar articles, of man-made fibers;Men's or boys' trousers, bib and brace overalls, breeches and shorts, of synthetic fibres;Men's or boys' trousers, overalls, breeches and shorts, of cotton, not knitted or crocheted;Sweaters, Pullovers, Sweatshirts, Waistcoats (Vests) - Cotton;Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, of man-made fibres, knitted or crocheted;T-shirts, singlets and other vests, of cotton, knitted or crocheted;T-shirts, singlets and other vests, of other textile materials, knitted or crocheted",8
17637,location,"Ceramic flags and paving, hearth or wall tiles",1
17638,location,Aluminum containers for compressed or liquefied gas,1
17639,location,"Fixed capacitors, dielectric of paper or plastics",1
17640,location,Toys and games,1
17641,location,X-ray generators and parts thereof,1
17642,location,Air Filters for Internal Combustion Engines;Parts suitable for use solely or principally with internal combustion piston engines,2
17643,location,Sunflower Seeds,1
17644,location,"X-ray apparatus for medical, surgical or veterinary uses",1
17645,location,"Brassieres, whether or not knitted or crocheted;Footwear with outer soles and uppers of rubber or plastics;Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather;T-shirts, singlets and other vests, of cotton, knitted or crocheted",4
17646,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17647,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17648,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17649,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17650,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17651,location,"Urea, whether or not in aqueous solution",1
17652,location,Ammonium sulfate,1
17653,location,Waterproof footwear with outer soles and uppers of rubber or plastics,1
17654,location,Footwear with outer soles and uppers of rubber or plastics;Sports Footwear,2
17655,location,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",1
17656,location,"Electrical circuit protection devices;Footwear with outer soles and uppers of rubber or plastics;Footwear with outer soles of rubber, plastics, leather or composition leather, and uppers of leather;Spectacles, goggles and the like, corrective, protective or other;Sports footwear with rubber or plastic outer soles and textile uppers;Women's Overcoats, Carcoats, Capes, Cloaks, and Similar Articles of Man-made Fibers",6
17657,location,"Footwear with outer soles of leather and uppers of leather;Fuses for electrical apparatus;Metal furniture other than seats;Women's or girls' trousers, bib and brace overalls, breeches and shorts, of cotton",4
17658,location,"Gold, unwrought",1
17659,location,Polytetrafluoroethylene (PTFE),1
17660,location,Instruments for Measuring or Checking Flow or Level of Liquids,1
17661,location,Lubricating Oil,1
17662,location,Crushed Stone of a Kind Used for Concrete Aggregates,1
17663,location,Fresh or chilled chicken cuts,1
17664,location,Gas Turbine Engine Parts,1
17665,location,"Prepared additives for cements, mortars or concretes",1
17666,location,"Instruments and Appliances for Medical, Surgical or Veterinary Use;Other Instruments and Appliances Used in Medical, Surgical, or Veterinary Sciences",2
17667,location,"Automatic data processing machines and units;Electronic Integrated Circuits;Electronic integrated circuits; others;Heated tobacco devices;Other Electronic Integrated Circuits;Parts and accessories of the machines of heading 8471;Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8
17668,location,Wind Turbines,1
17669,location,Floating or submersible drilling or production platforms,1
17670,location,"Instruments and apparatus for measuring or checking pressure;Machines and mechanical appliances with individual functions, not specified elsewhere",2
17671,location,"Cans, iron or steel, other;Cartons, boxes and cases, of corrugated paper or paperboard;Data Center and Cloud Computing Switches;Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85;Immunological Products;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Medicaments containing antibiotics;Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size",8
17672,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",1
17673,location,Front-end shovel loaders;Other food preparations not elsewhere specified or included,2
17674,location,"Wine of fresh grapes, including fortified wines; grape must with fermentation prevented or arrested by the addition of alcohol, in containers holding more than 2 liters",2
17675,location,Upholstered Seats with Wooden Frames,1
17676,location,"Mattresses of cellular rubber or plastics, whether or not covered",1
17677,location,"Coated electrodes of base metal, for electric arc-welding",1
17678,location,Unwrought Aluminum Alloys,1
17679,location,"Boards, panels, consoles, desks, cabinets and other bases for electric control or the distribution of electricity;Parts of machines and mechanical appliances",2
17680,location,"Endless Transmission Belts of Trapezoidal Cross-Section (V-belts), of an Outside Circumference Exceeding 60 cm but not Exceeding 180 cm",1
17681,location,"Coffee, roasted, not decaffeinated",1
17682,location,Point-of-sale terminals,1
17683,location,Fresh Oranges,1
17684,location,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",1
17685,location,"Automatic teller machines;Cash registers;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",3
17686,location,Hydraulic power units,1
17687,location,Oil and gas pumps,1
17688,location,"Cans, iron or steel, capacity < 50L",1
17689,location,Folding Cartons,1
17690,location,"Iron or non-alloy steel bars and rods, hot-rolled;Iron or non-alloy steel, in coils, not further worked than hot-rolled",2
17691,location,Other Articles of Iron or Steel,1
17692,location,"Biologic implants for vascular applications;Light-emitting diodes (LEDs);Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Parts for Machines and Mechanical Appliances;Pharmaceutical Products;Transistors, other than photosensitive transistors",6
17693,location,Natural Gas in Gaseous State,1
17694,location,Prepregs of Carbon Fiber,1
17695,location,Crude Petroleum Oils,1
17696,location,Crude Oil;Natural Gas;Petroleum Oils;Prefabricated Buildings,4
17697,location,"Crude Oil;Natural Gas;Natural Gas in Gaseous State;Petroleum Oils and Oils Obtained from Bituminous Minerals;Petroleum oils and oils obtained from bituminous minerals, crude",5
17698,location,"Crude Oil;Natural Gas;Petroleum Oils and Oils Obtained from Bituminous Minerals, Other than Crude",3
17699,location,Natural Gas,1
17700,location,Generating sets with spark-ignition internal combustion piston engines;Parts suitable for use solely or principally with the machines of heading 8501 or 8502,2
17701,location,"Boards, Panels, Consoles, Desks, Cabinets and Other Bases for Electric Control or the Distribution of Electricity;Control valves;Parts of airplanes or helicopters",3
17702,location,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated",1
17703,location,Flight simulators;Parts of airplanes or helicopters;Turbojets of a thrust exceeding 25 kN,3
17704,location,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds.",6
17705,location,Combine harvesters,1
17706,location,"Parts suitable for use solely or principally with the machinery of headings 8425 to 8430;Self-propelled bulldozers and angledozers, crawler type;Tractors, other than tractors of heading 8709",3
17707,location,"Glass fiber products (e.g., silica aerogels);Nonwoven materials (e.g., aerogel blankets)",2
