Main Product Name,HS Code,Input Product,Industry,NAICS Code,Percentage Cost
Optical Media for Software,370130,"Photographic Plates and Film in the Flat, Sensitized, Unexposed","Photographic Film, Paper, Plate, and Chemical Manufacturing",325992,15.0
Trailers and Semi-Trailers,720836,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated",Iron and Steel Mills and Ferroalloy Manufacturing,331110,30.5
Trailers and Semi-Trailers,721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel",Iron and Steel Mills and Ferroalloy Manufacturing,331110,15.0
Trailers and Semi-Trailers,870850,"Drive-axles with differential, whether or not provided with other transmission components",Motor Vehicle Parts Manufacturing,336350,12.0
Trailers and Semi-Trailers,853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536, or 8537",Electrical Equipment Manufacturing,335999,8.5
Trailers and Semi-Trailers,731815,"Bolts and nuts, threaded, of iron or steel",Hardware Manufacturing,332510,5.0
Optical Media for Software,852341,Optical discs for reproducing phenomena other than sound or image,Magnetic and Optical Media Manufacturing,334613,40.0
Optical Media for Software,390110,Polyethylene having a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,20.0
Optical Media for Software,850490,"Parts suitable for use solely or principally with electric transformers, static converters and inductors",Electrical Equipment Manufacturing,335999,10.0
Fresh Potatoes,310210,"Urea, whether or not in aqueous solution",Fertilizer Manufacturing,325311,15.0
Fresh Potatoes,310520,"Mineral or chemical fertilizers, containing the three fertilizing elements nitrogen, phosphorus and potassium",Fertilizer Manufacturing,325314,10.0
Fresh Potatoes,380830,"Herbicides, anti-sprouting products and plant-growth regulators",Pesticide and Other Agricultural Chemical Manufacturing,325320,5.0
Fresh Potatoes,841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engines",Pump and Compressor Manufacturing,333911,3.0
Fresh Oranges,310210,"Urea, whether or not in aqueous solution",Fertilizer Manufacturing,325311,12.0
Fresh Oranges,380810,Insecticides,Pesticide and Other Agricultural Chemical Manufacturing,325320,8.0
Fresh Oranges,870190,Tractors (other than tractors of heading 8709),Agricultural Machinery Manufacturing,333111,5.0
Fresh Oranges,848340,Gears and gearing; ball/roller screws; gearboxes,Industrial Machinery Manufacturing,333612,4.0
Fresh Grapes,310520,"Mineral or chemical fertilizers, containing the three fertilizing elements nitrogen, phosphorus and potassium",Fertilizer Manufacturing,325314,12.0
Fresh Grapes,841330,"Pumps for liquid, whether or not fitted with a measuring device; liquid elevators",Pump and Compressor Manufacturing,333911,5.0
Fresh Grapes,080610,"Grapes, fresh",Fruit and Tree Nut Farming,111339,60.0
Fresh Grapes,820150,"Secateurs and similar one-handed pruners and shears (including poultry shears), and parts thereof",Cutlery and Handtool Manufacturing,332212,3.0
Fresh Grapes,842481,Agricultural or horticultural sprayers,Agricultural Implement Manufacturing,333111,4.0
Vaccines for Human Use,300220,Vaccines for human medicine,Pharmaceutical and Medicine Manufacturing,325412,30.0
Vaccines for Human Use,293499,Nucleic acids and their salts; other heterocyclic compounds,Chemical Manufacturing,325199,15.0
Vaccines for Human Use,293622,Vitamin B1 (thiamine) and its derivatives,Pharmaceutical and Medicine Manufacturing,325412,10.0
Vaccines for Human Use,300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",Pharmaceutical and Medicine Manufacturing,325412,20.0
Optical Media for Software,852341,"Discs for laser reading systems, for reproducing phenomena other than sound or image",Computer and Electronic Product Manufacturing,334613,40.0
Optical Media for Software,392690,Articles of plastics and articles of other materials of headings 3901 to 3914,Plastics Product Manufacturing,326199,25.0
Optical Media for Software,852390,Prepared unrecorded media for sound recording or similar recording of other phenomena,Computer and Electronic Product Manufacturing,334613,15.0
Live horses,121490,Hay,Crop Production,1119,25.0
Live horses,230990,Animal Feed,Animal Food Manufacturing,3111,15.0
Live horses,300490,Veterinary Medicines,Pharmaceutical and Medicine Manufacturing,3254,10.0
Live horses,440720,Wood Shavings,Sawmills and Wood Preservation,3211,5.0
Live horses,843621,Stable Equipment,Agricultural and Forestry Machinery Manufacturing,3331,8.0
Fresh apricots,310520,"Mineral or chemical fertilizers, containing the three fertilizing elements nitrogen, phosphorus and potassium",Fertilizer Manufacturing,325314,15.0
Fresh apricots,841330,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators",Pump and Compressor Manufacturing,333911,5.0
Fresh apricots,842481,Agricultural or horticultural sprayers,Farm Machinery and Equipment Manufacturing,333111,3.0
Fresh apricots,730890,"Structures and parts of structures, of iron or steel",Fabricated Structural Metal Manufacturing,332312,2.0
"Artificial parts of the body (excluding artificial teeth and dental fittings and artificial joints), n.e.s.",390110,Polyethylene with a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,10.5
"Artificial parts of the body (excluding artificial teeth and dental fittings and artificial joints), n.e.s.",392690,Other articles of plastics,Plastics Product Manufacturing,326199,8.3
"Artificial parts of the body (excluding artificial teeth and dental fittings and artificial joints), n.e.s.",721990,"Flat-rolled products of stainless steel, of a width of less than 600 mm",Steel Product Manufacturing from Purchased Steel,331221,12.7
"Artificial parts of the body (excluding artificial teeth and dental fittings and artificial joints), n.e.s.",854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s.",Electronic Component Manufacturing,334419,6.2
Other orthopedic appliances,901890,"Instruments and appliances used in medical, surgical, dental or veterinary sciences",Medical Equipment and Supplies Manufacturing,339113,25.0
Other orthopedic appliances,392690,Other articles of plastics and articles of other materials of headings 39.01 to 39.14,Plastics Product Manufacturing,326199,15.0
Other orthopedic appliances,732690,Other articles of iron or steel,Fabricated Metal Product Manufacturing,332999,10.0
Other orthopedic appliances,560900,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included",Textile Product Mills,314999,8.0
"Prefabricated Structural Components for Building or Civil Engineering of Cement, Concrete or Artificial Stone",252329,Portland Cement,Cement Manufacturing,327310,40.0
"Prefabricated Structural Components for Building or Civil Engineering of Cement, Concrete or Artificial Stone",250590,Natural Sands,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",212321,15.0
"Prefabricated Structural Components for Building or Civil Engineering of Cement, Concrete or Artificial Stone",251710,Crushed Stone,Stone Mining and Quarrying,212319,20.0
"Prefabricated Structural Components for Building or Civil Engineering of Cement, Concrete or Artificial Stone",271019,Petroleum Oils,Petroleum Refineries,324110,5.0
"Prefabricated Structural Components for Building or Civil Engineering of Cement, Concrete or Artificial Stone",292990,Chemical Additives,All Other Basic Inorganic Chemical Manufacturing,325180,5.0
Stainless Steel Tube or Pipe Fittings,722220,Stainless Steel Bars and Rods,Steel Product Manufacturing,331210,25.0
Stainless Steel Tube or Pipe Fittings,721933,Stainless Steel Sheets,Steel Product Manufacturing,331210,20.0
Stainless Steel Tube or Pipe Fittings,722300,Stainless Steel Wire,Steel Product Manufacturing,331210,15.0
Optical Media for Software,390110,"Polyethylene, in primary forms",Plastics Material and Resin Manufacturing,325211,10.0
Optical Media for Software,291541,Ketone-Phenol Resins,Plastics Material and Resin Manufacturing,325211,5.0
Optical Media for Software,848210,Ball Bearings,Bearing Manufacturing,332991,3.0
Gas Appliance Connectors,730721,Stainless Steel Tube or Pipe Fittings,Steel Product Manufacturing,332996,25.5
Gas Appliance Connectors,391732,"Plastic Tubes, Pipes and Hoses",Plastics Product Manufacturing,326122,10.0
Gas Appliance Connectors,740811,Copper Wire,Nonferrous Metal (except Aluminum) Production and Processing,331420,15.0
Gas Appliance Connectors,731815,Iron or Steel Bolts and Nuts,Hardware Manufacturing,332722,8.5
Optical Media for Software,852341,Discs for Laser Reading Systems,Magnetic and Optical Recording Media Manufacturing,334613,30.0
Optical Media for Software,392690,Plastics and articles thereof,Plastics Product Manufacturing,326199,12.0
Optical Media for Software,370790,Chemical Preparations for Photographic Uses,"Photographic Film, Paper, Plate, and Chemical Manufacturing",325992,5.0
Routers and Networking Equipment,854232,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
Routers and Networking Equipment,850440,Power Supplies,Electrical Equipment Manufacturing,335999,10.0
Routers and Networking Equipment,852990,Parts of Transmission Apparatus,Communications Equipment Manufacturing,334220,15.0
Routers and Networking Equipment,853690,Electrical Apparatus for Switching or Protecting Electrical Circuits,Switchgear and Switchboard Apparatus Manufacturing,335313,8.0
Routers and Networking Equipment,854239,"Electronic Integrated Circuits, Other",Semiconductor and Other Electronic Component Manufacturing,334413,12.0
Optical Media for Software,852341,"Optical Media, Unrecorded",Magnetic and Optical Media Manufacturing,334613,30.0
Optical Media for Software,392690,Articles of Plastics,Plastics Product Manufacturing,326199,20.0
Optical Media for Software,850490,"Parts of Electrical Transformers, Static Converters",Electrical Equipment Manufacturing,335999,5.0
Switching Equipment,854411,Insulated Winding Wire,Wire and Cable Manufacturing,335929,5.5
Switching Equipment,853690,Electrical Apparatus for Switching or Protecting Electrical Circuits,Electrical Equipment Manufacturing,335313,8.0
Switching Equipment,850440,Static Converters,"Power, Distribution, and Specialty Transformer Manufacturing",335311,6.2
Switching Equipment,854239,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,12.7
Optical Media for Software,852341,Optical Media for Recording Software,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,15.0
Optical Media for Software,390120,"Polyethylene, Specific Gravity 0.94 or More",Plastics Material and Resin Manufacturing,325211,7.3
Optical Media for Software,280461,Silicon,Primary Smelting and Refining of Nonferrous Metal,331419,4.9
Network Adapters and Modems,854231,Processors and Controllers,Semiconductor and Other Electronic Component Manufacturing,334413,25.5
Network Adapters and Modems,853400,Printed Circuits,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,15.0
Network Adapters and Modems,854239,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,20.0
Network Adapters and Modems,854420,Coaxial Cable and Other Coaxial Electric Conductors,Other Electronic Component Manufacturing,334419,10.0
